index,indices,type,action,query,urls,responses
186,"[108757, 108758, 108007, 108759, 108760, 108761, 108762, 108763, 108764, 108765]",train,tumble,Does the object tumble?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1018.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1019.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/102.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1020.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1021.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1022.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1023.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1024.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1025.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1028.mp4""]",0
187,"[108766, 108008, 108767, 108768, 108769, 108770, 108771, 108772, 108773, 108774]",train,tumble,Does the object tumble?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1029.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1031.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1032.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4""]",0
188,"[108775, 108776, 108777, 108778, 108779, 108780, 108781, 108009, 108782, 108783]",train,tumble,Does the object tumble?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1049.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/105.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4""]",0
189,"[108784, 108785, 108786, 108787, 108788, 108789, 108790, 108791, 108792, 108793]",train,tumble,Does the object tumble?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1054.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1059.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4""]",0
190,"[108794, 108795, 108796, 108797, 108798, 108799, 108010, 108800, 108801, 108802]",train,tumble,Does the object tumble?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1062.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1063.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1065.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1066.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/107.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1070.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1071.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1072.mp4""]",0
191,"[108803, 108804, 108805, 108011, 108806, 108807, 108808, 108809, 108810, 108811]",train,tumble,Does the object tumble?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1074.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1076.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1077.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/108.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1080.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1082.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1083.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1085.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1086.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1087.mp4""]",0
192,"[2830, 2831, 2832, 2833, 2834, 2835, 2836, 2837, 2838, 2839]",dev,hit,Does the object get hit?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5212.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5213.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5214.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5215.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5218.mp4""]",0
193,"[6433, 6434, 6435, 6436, 6437, 6438, 6439, 6440, 6441, 6442]",dev,slap,Does the object get slapped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5212.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5213.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5214.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5215.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5218.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5219.mp4""]",0
194,"[12400, 12401, 12402, 12403, 12404, 12405, 12406, 12407, 12408, 12409]",dev,carry,Does the object get carried?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5204.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5205.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4""]",0
195,"[18935, 18936, 18937, 18938, 18939, 18940, 18941, 18942, 18943, 18944]",dev,turn,Is the object turning?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5204.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5205.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4""]",0
196,"[24549, 24550, 24551, 24552, 24553, 24554, 24555, 24556, 24557, 24558]",dev,roll,Does the object roll?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4""]",0
197,"[30878, 30879, 30880, 30881, 30882, 30883, 30884, 30885, 30886, 30887]",dev,spin,Does the object spin?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5204.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5205.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4""]",0
198,"[36496, 36497, 36498, 36499, 36500, 36501, 36502, 36503, 36504, 36505]",dev,bounce,Does the object bounce?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5204.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5205.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4""]",0
199,"[41891, 41892, 41893, 41894, 41895, 41896, 41897, 41898, 41899, 41900]",dev,fall,Does the object fall?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4""]",0
200,"[47295, 47296, 47297, 47298, 47299, 47300, 47301, 47302, 47303, 47304]",dev,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4""]",0
201,"[52690, 52691, 52692, 52693, 52694, 52695, 52696, 52697, 52698, 52699]",dev,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4""]",0
202,"[58084, 58085, 58086, 58087, 58088, 58089, 58090, 58091, 58092, 58093]",dev,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4""]",0
203,"[62045, 62046, 62047, 62048, 62049, 62050, 62051, 62052, 62053, 62054]",dev,bump,Does the object get bumped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5204.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5212.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5213.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5214.mp4""]",0
204,"[67094, 67095, 67096, 67097, 67098, 67099, 67100, 67101, 67102, 67103]",dev,slide,Does the object slide?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4""]",0
205,"[69284, 69285, 69286, 69287, 69288, 69289, 69290, 69291, 69292, 69293]",dev,pick up,Does the object get picked up?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5232.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5238.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5250.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5252.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5255.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5268.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5270.mp4""]",0
206,"[70691, 70692, 70693, 70694, 70695, 70696, 70697, 70698, 70699, 70700]",dev,put down,Does the object get put down?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5211.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5216.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5219.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5231.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5232.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5235.mp4""]",0
207,"[73821, 73822, 73823, 73824, 73825, 73826, 73827, 73828, 73829, 73830]",dev,push,Does the object get pushed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5212.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5213.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5214.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5215.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5218.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5219.mp4""]",0
208,"[79788, 79789, 79790, 79791, 79792, 79793, 79794, 79795, 79796, 79797]",dev,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5204.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5205.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4""]",0
209,"[86323, 86324, 86325, 86326, 86327, 86328, 86329, 86330, 86331, 86332]",dev,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5204.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5205.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4""]",0
210,"[92858, 92859, 92860, 92861, 92862, 92863, 92864, 92865, 92866, 92867]",dev,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5204.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5205.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4""]",0
211,"[95392, 95393, 95394, 95395, 95396, 95397, 95398, 95399, 95400, 95401]",dev,toss,Does the object get tossed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5211.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5216.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5221.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5225.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5232.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5235.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5245.mp4""]",0
212,"[96840, 96841, 96842, 96843, 96844, 96845, 96846, 96847, 96848, 96849]",dev,throw,Does the object get thrown?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5211.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5215.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5216.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5217.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5225.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5228.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5232.mp4""]",0
213,"[101401, 101402, 101403, 101404, 101405, 101406, 101407, 101408, 101409, 101410]",dev,topple,Does the object topple?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5203.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4""]",0
214,"[106799, 106800, 106801, 106802, 106803, 106804, 106805, 106806, 106807, 106808]",dev,tip,Does the object tip?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4""]",0
215,"[112206, 112207, 112208, 112209, 112210, 112211, 112212, 112213, 112214, 112215]",dev,tumble,Does the object tumble?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5198.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5199.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5200.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5201.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5202.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5206.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5207.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4""]",0
